scenario_id,domain,partition,construction_stratum,challenge_family,policy,decision,outcome,checked,check_count,check_cost,budget,budget_exceeded,safe_to_act,risk_before,risk_after,risk_threshold,realized_harm,slack,positive_slack,triggered_authorization_count,triggered_authorization_harm,authorization_infeasible,planned_decision,safe_probability_proxy,objective
RB-HR-11,human_resources,development,single,staleness_or_dependent_change,STATIC,ACT,harmful_action,,0,0,0.95,False,False,0.23989954727764434,0.23989954727764434,,0.525,0.0,False,0,False,False,ACT,,
RB-HR-13,human_resources,development,correlated,correlated_state_authority,STATIC,ACT,harmful_action,,0,0,0.55,False,False,0.21113918544247237,0.21113918544247237,,0.525,0.0,False,0,False,False,ACT,,
RB-HR-14,human_resources,validation,correlated,correlated_state_authority,STATIC,ACT,harmful_action,,0,0,0.75,False,False,0.431240615979992,0.431240615979992,,0.7000000000000001,0.0,False,0,False,False,ACT,,
RB-HR-16,human_resources,validation,independent,independent_dual_failure,STATIC,ACT,harmful_action,,0,0,1.15,False,False,0.3909052422686161,0.3909052422686161,,0.7000000000000001,0.0,False,0,False,False,ACT,,
RB-PRI-04,privacy,development,current,none,STATIC,ACT,safe_success,,0,0,1.15,False,True,0.49036219296707095,0.49036219296707095,,0.0,0.0,False,0,False,False,ACT,,
RB-PRI-05,privacy,development,current,none,STATIC,ACT,safe_success,,0,0,0.55,False,True,0.3106724017033828,0.3106724017033828,,0.0,0.0,False,0,False,False,ACT,,
RB-PRI-06,privacy,validation,current,none,STATIC,ACT,safe_success,,0,0,0.75,False,True,0.4451860672182491,0.4451860672182491,,0.0,0.0,False,0,False,False,ACT,,
RB-PRI-07,privacy,validation,single,staleness_or_dependent_change,STATIC,ACT,harmful_action,,0,0,0.95,False,False,0.26117817515278113,0.26117817515278113,,0.525,0.0,False,0,False,False,ACT,,
RB-PRI-08,privacy,development,single,staleness_or_dependent_change,STATIC,ACT,harmful_action,,0,0,1.15,False,False,0.24996387022940314,0.24996387022940314,,0.525,0.0,False,0,False,False,ACT,,
RB-PRI-10,privacy,development,single,staleness_or_dependent_change,STATIC,ACT,harmful_action,,0,0,0.75,False,False,0.1577799978991546,0.1577799978991546,,0.35000000000000003,0.0,False,0,False,False,ACT,,
RB-PRI-11,privacy,development,single,staleness_or_dependent_change,STATIC,ACT,harmful_action,,0,0,0.95,False,False,0.25618570451001244,0.25618570451001244,,0.525,0.0,False,0,False,False,ACT,,
RB-PRI-12,privacy,development,single,staleness_or_dependent_change,STATIC,ACT,harmful_action,,0,0,1.15,False,False,0.2635052492218715,0.2635052492218715,,0.525,0.0,False,0,False,False,ACT,,
RB-PRI-13,privacy,development,correlated,correlated_state_authority,STATIC,ACT,harmful_action,,0,0,0.55,False,False,0.32173590162662463,0.32173590162662463,,0.8,0.0,False,0,False,False,ACT,,
RB-PRI-14,privacy,validation,correlated,correlated_state_authority,STATIC,ACT,harmful_action,,0,0,0.75,False,False,0.49284641826284803,0.49284641826284803,,0.8,0.0,False,0,False,False,ACT,,
RB-PRI-15,privacy,validation,independent,independent_dual_failure,STATIC,ACT,harmful_action,,0,0,0.95,False,False,0.22778975871151633,0.22778975871151633,,0.525,0.0,False,0,False,False,ACT,,
RB-PRI-16,privacy,development,independent,independent_dual_failure,STATIC,ACT,harmful_action,,0,0,1.15,False,False,0.3909052422686161,0.3909052422686161,,0.7000000000000001,0.0,False,0,False,False,ACT,,
RB-COM-02,commerce,validation,current,none,CONTRACT_ONLY,ACT,safe_success,RB-COM-02-X177EE340;RB-COM-02-X7A21EA55,2,0.8,0.75,True,True,0.2017826882054691,0.061494292283821125,,0.0,0.0,False,0,False,False,ACT,,
RB-COM-03,commerce,development,current,none,CONTRACT_ONLY,ACT,safe_success,RB-COM-03-X26CBBEC5;RB-COM-03-X375D01B9,2,1.0,0.95,True,True,0.25751003928770594,0.15980898427543333,,0.0,0.0,False,0,False,False,ACT,,
RB-COM-05,commerce,development,current,none,CONTRACT_ONLY,ACT,safe_success,RB-COM-05-XD1CFAEC1;RB-COM-05-XD1E7097A,2,1.0,0.55,True,True,0.11118831556162694,0.01952957850284229,,0.0,0.0,False,0,False,False,ACT,,
RB-COM-06,commerce,validation,current,none,CONTRACT_ONLY,ACT,safe_success,RB-COM-06-X09EE922E;RB-COM-06-X123C99D8,2,1.2,0.75,True,True,0.16114474952260616,0.041501419844788036,,0.0,0.0,False,0,False,False,ACT,,
RB-COM-07,commerce,development,single,staleness_or_dependent_change,CONTRACT_ONLY,ACT,harmful_action,RB-COM-07-X120F2B85;RB-COM-07-XB7A71675,2,0.6,0.95,False,False,0.18062021139732107,0.058687396216730095,,0.44999999999999996,0.0,False,0,False,False,ACT,,
RB-COM-08,commerce,validation,single,staleness_or_dependent_change,CONTRACT_ONLY,ASK,protected_block,RB-COM-08-X03EAA6B3;RB-COM-08-XA44B0E98,2,0.8,1.15,False,False,0.1386463134585908,0.06995121881350072,,0.0,0.0,False,0,False,False,ASK,,
RB-COM-09,commerce,development,single,staleness_or_dependent_change,CONTRACT_ONLY,REFRESH,protected_block,RB-COM-09-X04CC75BC;RB-COM-09-XB7F348BE,2,0.6,0.55,True,False,0.16466855003738815,0.04135099161930302,,0.0,0.0,False,0,False,False,REFRESH,,
RB-COM-10,commerce,development,single,staleness_or_dependent_change,CONTRACT_ONLY,ACT,harmful_action,RB-COM-10-X6109B72F;RB-COM-10-XFE6D2172,2,1.4,0.75,True,False,0.2069270339994403,0.07224740207955678,,0.44999999999999996,0.0,False,0,False,False,ACT,,
RB-COM-11,commerce,development,single,staleness_or_dependent_change,CONTRACT_ONLY,ASK,protected_block,RB-COM-11-X98876E72;RB-COM-11-XE67C8006,2,1.0,0.95,True,False,0.19088494618849322,0.050885494059094455,,0.0,0.0,False,0,False,False,ASK,,
RB-COM-12,commerce,development,single,staleness_or_dependent_change,CONTRACT_ONLY,REFRESH,protected_block,RB-COM-12-X0BA83FE9;RB-COM-12-X140C928D,2,0.8,1.15,False,False,0.24529180104571638,0.13597832942012844,,0.0,0.0,False,0,False,False,REFRESH,,
RB-COM-14,commerce,validation,correlated,correlated_state_authority,CONTRACT_ONLY,ASK,protected_block,RB-COM-14-X3692073F;RB-COM-14-X6D639ED9,2,1.0,0.75,True,False,0.4676990605991042,0.17772847622594537,,0.0,0.0,False,0,False,False,ASK,,
RB-COM-16,commerce,development,independent,independent_dual_failure,CONTRACT_ONLY,ASK,protected_block,RB-COM-16-X6890B661;RB-COM-16-X992C25DD,2,1.2,1.15,True,False,0.5862276175630516,0.2662996607383491,,0.0,0.0,False,0,False,False,ASK,,
RB-CYB-01,cybersecurity,validation,current,none,CONTRACT_ONLY,ACT,safe_success,RB-CYB-01-X181D5FF7;RB-CYB-01-X60C0E4AE,2,1.0,0.55,True,True,0.28585274384085557,0.05722709622854232,,0.0,0.0,False,0,False,False,ACT,,
RB-CYB-03,cybersecurity,development,current,none,CONTRACT_ONLY,ACT,safe_success,RB-CYB-03-X50967BEE;RB-CYB-03-XB55CB3AF,2,1.4,0.95,True,True,0.28856867506779793,0.15249216841784313,,0.0,0.0,False,0,False,False,ACT,,
RB-CYB-05,cybersecurity,development,current,none,CONTRACT_ONLY,ACT,safe_success,RB-CYB-05-X199D37C4;RB-CYB-05-XF9E0F302,2,0.8,0.55,True,True,0.1667824733424404,0.029294367754263376,,0.0,0.0,False,0,False,False,ACT,,
RB-CYB-06,cybersecurity,validation,current,none,CONTRACT_ONLY,ACT,safe_success,RB-CYB-06-X1005C3E2;RB-CYB-06-X974691EA,2,1.0,0.75,True,True,0.24171712428390926,0.06225212976718206,,0.0,0.0,False,0,False,False,ACT,,
RB-CYB-07,cybersecurity,development,single,staleness_or_dependent_change,CONTRACT_ONLY,ACT,harmful_action,RB-CYB-07-X23AB31DE;RB-CYB-07-X51730FAB,2,0.6,0.95,False,False,0.31127896280700823,0.11917698679269402,,0.7000000000000001,0.0,False,0,False,False,ACT,,
RB-CYB-09,cybersecurity,development,single,staleness_or_dependent_change,CONTRACT_ONLY,REFRESH,protected_block,RB-CYB-09-X4936AC82;RB-CYB-09-X94A125D7,2,0.8,0.55,True,False,0.28506973076151537,0.08329249340554652,,0.0,0.0,False,0,False,False,REFRESH,,
RB-CYB-10,cybersecurity,development,single,staleness_or_dependent_change,CONTRACT_ONLY,ACT,harmful_action,RB-CYB-10-X8CA37DDE;RB-CYB-10-X942783B0,2,0.8,0.75,True,False,0.25520480092194875,0.07002333338861935,,0.525,0.0,False,0,False,False,ACT,,
RB-CYB-12,cybersecurity,development,single,staleness_or_dependent_change,CONTRACT_ONLY,REFRESH,protected_block,RB-CYB-12-XCA362A87;RB-CYB-12-XE88740BC,2,1.0,1.15,False,False,0.3777968509475592,0.17251414460241765,,0.0,0.0,False,0,False,False,REFRESH,,
RB-CYB-13,cybersecurity,validation,correlated,correlated_state_authority,CONTRACT_ONLY,ASK,protected_block,RB-CYB-13-X1491B823;RB-CYB-13-X1E13EE7C,2,1.0,0.55,True,False,0.28151891392329653,0.07311736414715035,,0.0,0.0,False,0,False,False,ASK,,
RB-CYB-14,cybersecurity,development,correlated,correlated_state_authority,CONTRACT_ONLY,ASK,protected_block,RB-CYB-14-X465F0665;RB-CYB-14-X6EE5F78F,2,1.0,0.75,True,False,0.431240615979992,0.15661017392210197,,0.0,0.0,False,0,False,False,ASK,,
RB-CYB-15,cybersecurity,validation,independent,independent_dual_failure,CONTRACT_ONLY,ASK,protected_block,RB-CYB-15-X1A44E862;RB-CYB-15-X9ACC1E54,2,1.2,0.95,True,False,0.2838985900823467,0.08890325197929323,,0.0,0.0,False,0,False,False,ASK,,
RB-CYB-16,cybersecurity,development,independent,independent_dual_failure,CONTRACT_ONLY,ASK,protected_block,RB-CYB-16-X0CF29A73;RB-CYB-16-X14361B93,2,1.2,1.15,True,False,0.36285195522913033,0.15080656518521993,,0.0,0.0,False,0,False,False,ASK,,
RB-FIN-01,finance,development,current,none,CONTRACT_ONLY,ACT,safe_success,RB-FIN-01-X2128DDFD;RB-FIN-01-X678270CA,2,0.8,0.55,True,True,0.32668885010383497,0.06540239568976265,,0.0,0.0,False,0,False,False,ACT,,
RB-FIN-02,finance,validation,current,none,CONTRACT_ONLY,ACT,safe_success,RB-FIN-02-XBC4116CE;RB-FIN-02-XBE522C76,2,1.0,0.75,True,True,0.350179316472424,0.12498695983479112,,0.0,0.0,False,0,False,False,ACT,,
RB-FIN-04,finance,development,current,none,CONTRACT_ONLY,ACT,safe_success,RB-FIN-04-XA0B11FF6;RB-FIN-04-XB3349F6B,2,1.4,1.15,True,True,0.46980191066992333,0.2755103032374631,,0.0,0.0,False,0,False,False,ACT,,
RB-FIN-05,finance,development,current,none,CONTRACT_ONLY,ACT,safe_success,RB-FIN-05-X78E61A03;RB-FIN-05-XBE3E6D55,2,0.6,0.55,True,True,0.2509658838898501,0.049674265370467326,,0.0,0.0,False,0,False,False,ACT,,
RB-FIN-06,finance,development,current,none,CONTRACT_ONLY,ACT,safe_success,RB-FIN-06-X67DA776D;RB-FIN-06-X9510084E,2,1.4,0.75,True,True,0.39983708427481157,0.1235973875463599,,0.0,0.0,False,0,False,False,ACT,,
RB-FIN-07,finance,development,single,staleness_or_dependent_change,CONTRACT_ONLY,ACT,harmful_action,RB-FIN-07-XC298A1DD;RB-FIN-07-XD76127CE,2,1.0,0.95,True,False,0.21072357996354132,0.06846862891951845,,0.525,0.0,False,0,False,False,ACT,,
RB-FIN-08,finance,development,single,staleness_or_dependent_change,CONTRACT_ONLY,ASK,protected_block,RB-FIN-08-XB12F7309;RB-FIN-08-XF774B76C,2,0.4,1.15,False,False,0.24263104855253392,0.12241463292362631,,0.0,0.0,False,0,False,False,ASK,,
RB-FIN-10,finance,validation,single,staleness_or_dependent_change,CONTRACT_ONLY,ACT,harmful_action,RB-FIN-10-XCAC3665A;RB-FIN-10-XEDC62660,2,1.0,0.75,True,False,0.40895149282865617,0.10810000008407555,,0.8,0.0,False,0,False,False,ACT,,
RB-FIN-11,finance,validation,single,staleness_or_dependent_change,CONTRACT_ONLY,ASK,protected_block,RB-FIN-11-X3CC96142;RB-FIN-11-X96D1D8C4,2,0.8,0.95,False,False,0.41368504873183753,0.11912166976750314,,0.0,0.0,False,0,False,False,ASK,,
RB-FIN-13,finance,development,correlated,correlated_state_authority,CONTRACT_ONLY,ASK,protected_block,RB-FIN-13-XCE05023D;RB-FIN-13-XF08A7E43,2,0.6,0.55,True,False,0.25652297488861414,0.0718509345797708,,0.0,0.0,False,0,False,False,ASK,,
RB-FIN-14,finance,development,correlated,correlated_state_authority,CONTRACT_ONLY,ASK,protected_block,RB-FIN-14-X149C192F;RB-FIN-14-XF7C9B25B,2,1.0,0.75,True,False,0.30692750851816214,0.11663431252327665,,0.0,0.0,False,0,False,False,ASK,,
RB-FIN-15,finance,validation,independent,independent_dual_failure,CONTRACT_ONLY,ASK,protected_block,RB-FIN-15-XB5CF0A97;RB-FIN-15-XD3493B45,2,0.8,0.95,False,False,0.18669211201317001,0.05140525111560166,,0.0,0.0,False,0,False,False,ASK,,
RB-HCA-01,healthcare_administration,validation,current,none,CONTRACT_ONLY,ACT,safe_success,RB-HCA-01-X6E7A92A3;RB-HCA-01-X890FB2F5,2,1.4,0.55,True,True,0.20249547381213673,0.03355141787426923,,0.0,0.0,False,0,False,False,ACT,,
RB-HCA-02,healthcare_administration,validation,current,none,CONTRACT_ONLY,ACT,safe_success,RB-HCA-02-X416A06EE;RB-HCA-02-XCC076009,2,1.0,0.75,True,True,0.235413136239714,0.07174334099779132,,0.0,0.0,False,0,False,False,ACT,,
RB-HCA-03,healthcare_administration,development,current,none,CONTRACT_ONLY,ACT,safe_success,RB-HCA-03-X69520D04;RB-HCA-03-XBBCF8BAA,2,0.6,0.95,False,True,0.18440637104412785,0.0872462767446025,,0.0,0.0,False,0,False,False,ACT,,
RB-HCA-04,healthcare_administration,validation,current,none,CONTRACT_ONLY,ACT,safe_success,RB-HCA-04-X180991E9;RB-HCA-04-X20C2AF70,2,1.2,1.15,True,True,0.2669608335187003,0.13717281773302153,,0.0,0.0,False,0,False,False,ACT,,
RB-HCA-05,healthcare_administration,validation,current,none,CONTRACT_ONLY,ACT,safe_success,RB-HCA-05-X44A40411;RB-HCA-05-XE09BB5EA,2,0.4,0.55,False,True,0.1667824733424404,0.029294367754263376,,0.0,0.0,False,0,False,False,ACT,,
RB-HCA-06,healthcare_administration,development,current,none,CONTRACT_ONLY,ACT,safe_success,RB-HCA-06-X5EEB17F6;RB-HCA-06-XBBC3F3E2,2,0.8,0.75,True,True,0.24171712428390926,0.06225212976718206,,0.0,0.0,False,0,False,False,ACT,,
RB-HCA-08,healthcare_administration,development,single,staleness_or_dependent_change,CONTRACT_ONLY,ASK,protected_block,RB-HCA-08-X0066A66A;RB-HCA-08-XE18E0489,2,1.0,1.15,False,False,0.4501231496531702,0.24670364362611308,,0.0,0.0,False,0,False,False,ASK,,
RB-HCA-10,healthcare_administration,development,single,staleness_or_dependent_change,CONTRACT_ONLY,ACT,harmful_action,RB-HCA-10-X265C5DC6;RB-HCA-10-X72C626E1,2,0.6,0.75,False,False,0.23666999684873188,0.054869500041464535,,0.525,0.0,False,0,False,False,ACT,,
RB-HCA-11,healthcare_administration,development,single,staleness_or_dependent_change,CONTRACT_ONLY,ASK,protected_block,RB-HCA-11-X7DF13296;RB-HCA-11-XAABAACED,2,1.0,0.95,True,False,0.25618570451001244,0.06030518713533675,,0.0,0.0,False,0,False,False,ASK,,
RB-HCA-12,healthcare_administration,development,single,staleness_or_dependent_change,CONTRACT_ONLY,REFRESH,protected_block,RB-HCA-12-X0886DADB;RB-HCA-12-X15011E3B,2,1.2,1.15,True,False,0.2635052492218715,0.09939120633885991,,0.0,0.0,False,0,False,False,REFRESH,,
RB-HCA-14,healthcare_administration,development,correlated,correlated_state_authority,CONTRACT_ONLY,ASK,protected_block,RB-HCA-14-X9996C0B3;RB-HCA-14-XFB9B182D,2,1.0,0.75,True,False,0.2861308227894724,0.08982773439245742,,0.0,0.0,False,0,False,False,ASK,,
RB-HCA-15,healthcare_administration,development,independent,independent_dual_failure,CONTRACT_ONLY,ASK,protected_block,RB-HCA-15-X7EC1FFA2;RB-HCA-15-XEA3A87A0,2,0.8,0.95,False,False,0.30371967828202173,0.09013530187449625,,0.0,0.0,False,0,False,False,ASK,,
RB-HR-01,human_resources,development,current,none,CONTRACT_ONLY,ACT,safe_success,RB-HR-01-X4E514127;RB-HR-01-XA034A8ED,2,0.8,0.55,True,True,0.28585274384085557,0.05722709622854232,,0.0,0.0,False,0,False,False,ACT,,
RB-HR-02,human_resources,development,current,none,CONTRACT_ONLY,ACT,safe_success,RB-HR-02-X3B299DFD;RB-HR-02-XC91E87CF,2,0.8,0.75,True,True,0.350179316472424,0.12498695983479112,,0.0,0.0,False,0,False,False,ACT,,
